,ID,Name,Club,Year,Overall
11501,203668,A. Donnarumma,US Salernitana 1919,2017,69
11502,203668,A. Donnarumma,Empoli,2018,74
11503,203668,A. Donnarumma,Brescia,2019,75
11504,203668,A. Donnarumma,Brescia,2020,74
11505,203668,A. Donnarumma,Brescia,2021,73
11506,203668,A. Donnarumma,Brescia,2022,71
11507,203668,A. Donnarumma,Ternana,2023,71
11508,237456,L. Agbenyenu,TSV 1860 München,2017,64
11509,237456,L. Agbenyenu,Sporting CP,2018,69
11510,237456,L. Agbenyenu,Göztepe SK,2019,71
11511,237456,L. Agbenyenu,RCD Mallorca,2020,71
11512,237456,L. Agbenyenu,Sporting CP,2021,72
11513,237456,L. Agbenyenu,Sporting CP,2022,72
11514,237456,L. Agbenyenu,Sporting CP,2023,72
11515,203304,B. Assombalonga,Nottingham Forest,2017,72
11516,203304,B. Assombalonga,Middlesbrough,2018,72
11517,203304,B. Assombalonga,Middlesbrough,2019,72
11518,203304,B. Assombalonga,Middlesbrough,2020,71
11519,203304,B. Assombalonga,Middlesbrough,2021,70
11520,203304,B. Assombalonga,Adana Demirspor,2022,70
11521,203304,B. Assombalonga,Adana Demirspor,2023,71
11522,237000,R. Cannon,FC Dallas,2017,58
11523,237000,R. Cannon,FC Dallas,2018,68
11524,237000,R. Cannon,FC Dallas,2019,70
11525,237000,R. Cannon,FC Dallas,2020,70
11526,237000,R. Cannon,Boavista FC,2021,72
11527,237000,R. Cannon,Boavista FC,2022,73
11528,237000,R. Cannon,Boavista FC,2023,74
11529,186672,G. Cameron,Stoke City,2017,76
11530,186672,G. Cameron,Stoke City,2018,75
11531,186672,G. Cameron,Queens Park Rangers,2019,72
11532,186672,G. Cameron,Queens Park Rangers,2020,70
11533,186672,G. Cameron,Queens Park Rangers,2021,70
11534,186672,G. Cameron,FC Cincinnati,2022,70
11535,186672,G. Cameron,FC Cincinnati,2023,68
11536,229286,T. Skarke,1. FC Heidenheim 1846,2017,66
11537,229286,T. Skarke,1. FC Heidenheim 1846,2018,66
11538,229286,T. Skarke,1. FC Heidenheim 1846,2019,66
11539,229286,T. Skarke,SV Darmstadt 98,2020,68
11540,229286,T. Skarke,SV Darmstadt 98,2021,69
11541,229286,T. Skarke,SV Darmstadt 98,2022,69
11542,229286,T. Skarke,1. FC Union Berlin,2023,71
11543,188829,N. Nkoulou,Olympique Lyonnais,2017,78
11544,188829,N. Nkoulou,Torino,2018,80
11545,188829,N. Nkoulou,Torino,2019,80
11546,188829,N. Nkoulou,Torino,2020,81
11547,188829,N. Nkoulou,Torino,2021,80
11548,188829,N. Nkoulou,Torino F.C.,2022,78
11549,188829,N. Nkoulou,Watford,2023,75
11550,220886,B. Tuiloma,Portland Timbers,2017,60
11551,220886,B. Tuiloma,Portland Timbers,2018,62
11552,220886,B. Tuiloma,Portland Timbers,2019,67
11553,220886,B. Tuiloma,Portland Timbers,2020,67
11554,220886,B. Tuiloma,Portland Timbers,2021,66
11555,220886,B. Tuiloma,Portland Timbers,2022,68
11556,220886,B. Tuiloma,Portland Timbers,2023,69
11557,193768,A. Matthews,Bristol City,2017,71
11558,193768,A. Matthews,Sunderland,2018,69
11559,193768,A. Matthews,Sunderland,2019,68
11560,193768,A. Matthews,Charlton Athletic,2020,68
11561,193768,A. Matthews,Charlton Athletic,2021,68
11562,193768,A. Matthews,Charlton Athletic,2022,66
11563,193768,A. Matthews,Charlton Athletic,2023,64
11564,236038,K. Duncan,Valenciennes FC,2017,56
11565,236038,K. Duncan,New York Red Bulls,2018,59
11566,236038,K. Duncan,New York Red Bulls,2019,61
11567,236038,K. Duncan,New York Red Bulls,2020,64
11568,236038,K. Duncan,New York Red Bulls,2021,65
11569,236038,K. Duncan,New York Red Bulls,2022,72
11570,236038,K. Duncan,New York Red Bulls,2023,70
11571,205943,V. Chiricheș,Napoli,2017,78
11572,205943,V. Chiricheș,Napoli,2018,77
11573,205943,V. Chiricheș,Napoli,2019,78
11574,205943,V. Chiricheș,Sassuolo,2020,75
11575,205943,V. Chiricheș,Sassuolo,2021,74
11576,205943,V. Chiricheș,U.S. Sassuolo Calcio,2022,73
11577,205943,V. Chiricheș,US Cremonese,2023,72
11578,208700,D. Blum,Eintracht Frankfurt,2017,69
11579,208700,D. Blum,Eintracht Frankfurt,2018,70
11580,208700,D. Blum,UD Las Palmas,2019,69
11581,208700,D. Blum,VfL Bochum 1848,2020,73
11582,208700,D. Blum,VfL Bochum 1848,2021,73
11583,208700,D. Blum,VfL Bochum 1848,2022,71
11584,208700,D. Blum,APOEL Nicosia FC,2023,70
11585,203783,T. Smith,Huddersfield Town,2017,72
11586,203783,T. Smith,Huddersfield Town,2018,72
11587,203783,T. Smith,Huddersfield Town,2019,73
11588,203783,T. Smith,Stoke City,2020,71
11589,203783,T. Smith,Stoke City,2021,72
11590,203783,T. Smith,Stoke City,2022,71
11591,203783,T. Smith,Middlesbrough,2023,71
11592,211536,M. O'Hara,Dundee FC,2017,61
11593,211536,M. O'Hara,Dundee FC,2018,62
11594,211536,M. O'Hara,Lincoln City,2019,64
11595,211536,M. O'Hara,Motherwell,2020,64
11596,211536,M. O'Hara,Motherwell,2021,64
11597,211536,M. O'Hara,Motherwell,2022,64
11598,211536,M. O'Hara,St. Mirren,2023,64
11599,231512,L. Kelly,Bristol City,2017,54
11600,231512,L. Kelly,Bristol City,2018,60
11601,231512,L. Kelly,Bristol City,2019,68
11602,231512,L. Kelly,Bournemouth,2020,68
11603,231512,L. Kelly,Bournemouth,2021,69
11604,231512,L. Kelly,AFC Bournemouth,2022,70
11605,231512,L. Kelly,AFC Bournemouth,2023,73
11606,186598,K. Naughton,Swansea City,2017,75
11607,186598,K. Naughton,Swansea City,2018,74
11608,186598,K. Naughton,Swansea City,2019,73
11609,186598,K. Naughton,Swansea City,2020,71
11610,186598,K. Naughton,Swansea City,2021,71
11611,186598,K. Naughton,Swansea City,2022,71
11612,186598,K. Naughton,Swansea City,2023,70
11613,192766,Marc Muniesa,Stoke City,2017,76
11614,192766,Marc Muniesa,Girona FC,2018,77
11615,192766,Marc Muniesa,Girona FC,2019,74
11616,192766,Marc Muniesa,Girona FC,2020,73
11617,192766,Marc Muniesa,Girona FC,2021,73
11618,192766,Marc Muniesa,Girona FC,2022,73
11619,192766,Marc Muniesa,Girona FC,2023,73
11620,221890,J. Fulton,Swansea City,2017,67
11621,221890,J. Fulton,Wigan Athletic,2018,70
11622,221890,J. Fulton,Swansea City,2019,70
11623,221890,J. Fulton,Swansea City,2020,71
11624,221890,J. Fulton,Swansea City,2021,71
11625,221890,J. Fulton,Swansea City,2022,72
11626,221890,J. Fulton,Swansea City,2023,70
11627,190939,S. Chhetri,AS Monaco,2017,67
11628,190939,S. Chhetri,1. FC Köln,2018,67
11629,190939,S. Chhetri,Arsenal,2019,67
11630,190939,S. Chhetri,Manchester United,2020,67
11631,190939,S. Chhetri,Manchester United,2021,67
11632,190939,S. Chhetri,Bengaluru FC,2022,68
11633,190939,S. Chhetri,Bengaluru FC,2023,65
11634,190430,J. Bennett,Cardiff City,2017,69
11635,190430,J. Bennett,Cardiff City,2018,71
11636,190430,J. Bennett,Cardiff City,2019,72
11637,190430,J. Bennett,Cardiff City,2020,72
11638,190430,J. Bennett,Cardiff City,2021,73
11639,190430,J. Bennett,Wigan Athletic,2022,71
11640,190430,J. Bennett,Wigan Athletic,2023,67
11641,212602,Diego Llorente,Málaga CF,2017,78
11642,212602,Diego Llorente,Real Sociedad,2018,78
11643,212602,Diego Llorente,Real Sociedad,2019,77
11644,212602,Diego Llorente,Real Sociedad,2020,77
11645,212602,Diego Llorente,Leeds United,2021,76
11646,212602,Diego Llorente,Leeds United,2022,77
11647,212602,Diego Llorente,Leeds United,2023,76
11648,193942,J. Colback,Newcastle United,2017,73
11649,193942,J. Colback,Nottingham Forest,2018,71
11650,193942,J. Colback,Nottingham Forest,2019,71
11651,193942,J. Colback,Newcastle United,2020,66
11652,193942,J. Colback,Nottingham Forest,2021,66
11653,193942,J. Colback,Nottingham Forest,2022,66
11654,193942,J. Colback,Nottingham Forest,2023,69
11655,234239,G. Hein,FC Metz,2017,64
11656,234239,G. Hein,Tours FC,2018,65
11657,234239,G. Hein,FC Metz,2019,67
11658,234239,G. Hein,Valenciennes FC,2020,67
11659,234239,G. Hein,AJ Auxerre,2021,67
11660,234239,G. Hein,AJ Auxerre,2022,68
11661,234239,G. Hein,AJ Auxerre,2023,70
11662,211239,C. Jean,Toulouse Football Club,2017,73
11663,211239,C. Jean,Toulouse Football Club,2018,74
11664,211239,C. Jean,Toulouse Football Club,2019,72
11665,211239,C. Jean,Racing Club de Lens,2020,71
11666,211239,C. Jean,Racing Club de Lens,2021,71
11667,211239,C. Jean,Racing Club de Lens,2022,70
11668,211239,C. Jean,Inter Miami CF,2023,71
11669,237997,U. Antuna,Santos Laguna,2017,60
11670,237997,U. Antuna,FC Groningen,2018,65
11671,237997,U. Antuna,LA Galaxy,2019,68
11672,237997,U. Antuna,Guadalajara,2020,69
11673,237997,U. Antuna,Guadalajara,2021,69
11674,237997,U. Antuna,Club Deportivo Guadalajara,2022,74
11675,237997,U. Antuna,Manchester United,2023,75
11676,192546,E. Stevens,Portsmouth,2017,67
11677,192546,E. Stevens,Sheffield United,2018,70
11678,192546,E. Stevens,Sheffield United,2019,74
11679,192546,E. Stevens,Sheffield United,2020,77
11680,192546,E. Stevens,Sheffield United,2021,78
11681,192546,E. Stevens,Sheffield United,2022,74
11682,192546,E. Stevens,Sheffield United,2023,71
11683,149185,F. Magnanelli,Sassuolo,2017,77
11684,149185,F. Magnanelli,Sassuolo,2018,75
11685,149185,F. Magnanelli,Sassuolo,2019,75
11686,149185,F. Magnanelli,Sassuolo,2020,74
11687,149185,F. Magnanelli,Sassuolo,2021,75
11688,149185,F. Magnanelli,U.S. Sassuolo Calcio,2022,75
11689,149185,F. Magnanelli,U.S. Sassuolo Calcio,2023,72
11690,167669,F. Higuaín,Columbus Crew SC,2017,77
11691,167669,F. Higuaín,Columbus Crew SC,2018,77
11692,167669,F. Higuaín,Columbus Crew SC,2019,76
11693,167669,F. Higuaín,DC United,2020,74
11694,167669,F. Higuaín,DC United,2021,73
11695,167669,F. Higuaín,Inter Miami CF,2022,71
11696,167669,F. Higuaín,Inter Miami CF,2023,70
11697,230918,T. Chalobah,Chelsea,2017,57
11698,230918,T. Chalobah,Chelsea,2018,60
11699,230918,T. Chalobah,Ipswich Town,2019,67
11700,230918,T. Chalobah,Huddersfield Town,2020,69
11701,230918,T. Chalobah,FC Lorient,2021,69
11702,230918,T. Chalobah,Chelsea,2022,73
11703,230918,T. Chalobah,Chelsea,2023,76
11704,182091,K. Barbarouses,Wellington Phoenix,2017,70
11705,182091,K. Barbarouses,Melbourne Victory,2018,69
11706,182091,K. Barbarouses,Melbourne Victory,2019,70
11707,182091,K. Barbarouses,Sydney FC,2020,71
11708,182091,K. Barbarouses,Sydney FC,2021,70
11709,182091,K. Barbarouses,Sydney FC,2022,69
11710,182091,K. Barbarouses,Wellington Phoenix,2023,68
11711,205212,David Ferreiro,SD Huesca,2017,70
11712,205212,David Ferreiro,SD Huesca,2018,70
11713,205212,David Ferreiro,SD Huesca,2019,72
11714,205212,David Ferreiro,SD Huesca,2020,71
11715,205212,David Ferreiro,SD Huesca,2021,72
11716,205212,David Ferreiro,SD Huesca,2022,72
11717,205212,David Ferreiro,FC Cartagena,2023,70
11718,220793,D. Sánchez,Ajax,2017,79
11719,220793,D. Sánchez,Tottenham Hotspur,2018,82
11720,220793,D. Sánchez,Tottenham Hotspur,2019,83
11721,220793,D. Sánchez,Tottenham Hotspur,2020,82
11722,220793,D. Sánchez,Tottenham Hotspur,2021,81
11723,220793,D. Sánchez,Tottenham Hotspur,2022,79
11724,220793,D. Sánchez,Tottenham Hotspur,2023,79
11725,222970,E. Öztümer,Walsall,2017,69
11726,222970,E. Öztümer,Walsall,2018,70
11727,222970,E. Öztümer,Bolton Wanderers,2019,69
11728,222970,E. Öztümer,Charlton Athletic,2020,69
11729,222970,E. Öztümer,Charlton Athletic,2021,68
11730,222970,E. Öztümer,Fatih Karagümrük S.K.,2022,66
11731,222970,E. Öztümer,Adana Demirspor,2023,67
11732,211856,K. Akpoguma,Fortuna Düsseldorf,2017,70
11733,211856,K. Akpoguma,TSG 1899 Hoffenheim,2018,73
11734,211856,K. Akpoguma,Hannover 96,2019,75
11735,211856,K. Akpoguma,TSG 1899 Hoffenheim,2020,75
11736,211856,K. Akpoguma,TSG 1899 Hoffenheim,2021,73
11737,211856,K. Akpoguma,TSG Hoffenheim,2022,74
11738,211856,K. Akpoguma,TSG Hoffenheim,2023,75
11739,228591,C. Arcus,LOSC Lille,2017,58
11740,228591,C. Arcus,AJ Auxerre,2018,66
11741,228591,C. Arcus,AJ Auxerre,2019,66
11742,228591,C. Arcus,AJ Auxerre,2020,67
11743,228591,C. Arcus,AJ Auxerre,2021,68
11744,228591,C. Arcus,AJ Auxerre,2022,70
11745,228591,C. Arcus,Vitesse,2023,71
11746,189250,S. Rondón,West Bromwich Albion,2017,81
11747,189250,S. Rondón,West Bromwich Albion,2018,77
11748,189250,S. Rondón,Dalian YiFang FC,2019,79
11749,189250,S. Rondón,Dalian YiFang FC,2020,78
11750,189250,S. Rondón,Dalian YiFang FC,2021,77
11751,189250,S. Rondón,Everton,2022,77
11752,189250,S. Rondón,Everton,2023,74
11753,188271,F. Ayité,Fulham,2017,75
11754,188271,F. Ayité,Fulham,2018,70
11755,188271,F. Ayité,Fulham,2019,70
11756,188271,F. Ayité,Gençlerbirliği SK,2020,71
11757,188271,F. Ayité,Gençlerbirliği SK,2021,71
11758,188271,F. Ayité,Valenciennes FC,2022,69
11759,188271,F. Ayité,Valenciennes FC,2023,68
11760,233207,S. Muroya,FC Tokyo,2017,62
11761,233207,S. Muroya,FC Tokyo,2018,66
11762,233207,S. Muroya,FC Tokyo,2019,69
11763,233207,S. Muroya,FC Tokyo,2020,70
11764,233207,S. Muroya,Hannover 96,2021,71
11765,233207,S. Muroya,Hannover 96,2022,70
11766,233207,S. Muroya,Hannover 96,2023,69
11767,225667,C. Chaplin,Portsmouth,2017,64
11768,225667,C. Chaplin,Portsmouth,2018,65
11769,225667,C. Chaplin,Coventry City,2019,64
11770,225667,C. Chaplin,Barnsley,2020,68
11771,225667,C. Chaplin,Barnsley,2021,68
11772,225667,C. Chaplin,Ipswich Town,2022,67
11773,225667,C. Chaplin,Ipswich Town,2023,67
11774,221743,Hélder Costa,Wolverhampton Wanderers,2017,74
11775,221743,Hélder Costa,Wolverhampton Wanderers,2018,75
11776,221743,Hélder Costa,Wolverhampton Wanderers,2019,74
11777,221743,Hélder Costa,Leeds United,2020,73
11778,221743,Hélder Costa,Leeds United,2021,73
11779,221743,Hélder Costa,Valencia CF,2022,74
11780,221743,Hélder Costa,Al Ittihad,2023,74
11781,215703,Marlon,FC Barcelona,2017,73
11782,215703,Marlon,OGC Nice,2018,73
11783,215703,Marlon,Sassuolo,2019,75
11784,215703,Marlon,Sassuolo,2020,74
11785,215703,Marlon,Sassuolo,2021,72
11786,215703,Marlon,Shakhtar Donetsk,2022,72
11787,215703,Marlon,AC Monza,2023,73
11788,237010,Deng Hanwen,AS Monaco,2017,55
11789,237010,Deng Hanwen,1. FC Köln,2018,70
11790,237010,Deng Hanwen,Guangzhou Evergrande Taobao FC,2019,67
11791,237010,Deng Hanwen,Guangzhou Evergrande Taobao FC,2020,66
11792,237010,Deng Hanwen,Guangzhou Evergrande Taobao FC,2021,67
11793,237010,Deng Hanwen,Guangzhou FC,2022,68
11794,237010,Deng Hanwen,Wuhan Three Towns,2023,69
11795,231530,José Arnáiz,Real Valladolid CF,2017,69
11796,231530,José Arnáiz,FC Barcelona B,2018,74
11797,231530,José Arnáiz,CD Leganés,2019,70
11798,231530,José Arnáiz,CA Osasuna,2020,70
11799,231530,José Arnáiz,CD Leganés,2021,70
11800,231530,José Arnáiz,CD Leganés,2022,70
11801,231530,José Arnáiz,CD Leganés,2023,67
11802,235419,N. Dovedan,SCR Altach,2017,64
11803,235419,N. Dovedan,1. FC Heidenheim 1846,2018,68
11804,235419,N. Dovedan,1. FC Heidenheim 1846,2019,70
11805,235419,N. Dovedan,1. FC Nürnberg,2020,71
11806,235419,N. Dovedan,1. FC Nürnberg,2021,69
11807,235419,N. Dovedan,1. FC Nürnberg,2022,66
11808,235419,N. Dovedan,1. FC Nürnberg,2023,68
11809,189682,B. Mee,Burnley,2017,75
11810,189682,B. Mee,Burnley,2018,80
11811,189682,B. Mee,Burnley,2019,78
11812,189682,B. Mee,Burnley,2020,78
11813,189682,B. Mee,Burnley,2021,79
11814,189682,B. Mee,Burnley,2022,79
11815,189682,B. Mee,Brentford,2023,78
11816,201818,A. Musa,Leicester City,2017,76
11817,201818,A. Musa,PFC CSKA Moscow,2018,75
11818,201818,A. Musa,Al Nassr,2019,75
11819,201818,A. Musa,Al Nassr,2020,73
11820,201818,A. Musa,Al Nassr,2021,73
11821,201818,A. Musa,Fatih Karagümrük S.K.,2022,72
11822,201818,A. Musa,Fatih Karagümrük S.K.,2023,72
11823,201943,A. Cornelius,FC København,2017,73
11824,201943,A. Cornelius,Atalanta,2018,75
11825,201943,A. Cornelius,FC Girondins de Bordeaux,2019,74
11826,201943,A. Cornelius,Parma,2020,75
11827,201943,A. Cornelius,Parma,2021,75
11828,201943,A. Cornelius,Trabzonspor,2022,73
11829,201943,A. Cornelius,Trabzonspor,2023,75
11830,225508,E. Bailly,Manchester United,2017,83
11831,225508,E. Bailly,Manchester United,2018,84
11832,225508,E. Bailly,Manchester United,2019,80
11833,225508,E. Bailly,Manchester United,2020,80
11834,225508,E. Bailly,Manchester United,2021,79
11835,225508,E. Bailly,Manchester United,2022,79
11836,225508,E. Bailly,Manchester United,2023,76
11837,238196,A. Sigurðsson,IFK Norrköping,2017,53
11838,238196,A. Sigurðsson,IFK Norrköping,2018,62
11839,238196,A. Sigurðsson,PFC CSKA Moscow,2019,67
11840,238196,A. Sigurðsson,PFC CSKA Moscow,2020,72
11841,238196,A. Sigurðsson,PFC CSKA Moscow,2021,71
11842,238196,A. Sigurðsson,Venezia FC,2022,71
11843,238196,A. Sigurðsson,IFK Norrköping,2023,70
11844,199667,R. Funes Mori,Everton,2017,77
11845,199667,R. Funes Mori,Everton,2018,77
11846,199667,R. Funes Mori,Villarreal CF,2019,77
11847,199667,R. Funes Mori,Villarreal CF,2020,76
11848,199667,R. Funes Mori,Villarreal CF,2021,75
11849,199667,R. Funes Mori,Al Nassr,2022,74
11850,199667,R. Funes Mori,Al Nassr,2023,72
11851,229378,T. Edun,Fulham,2017,57
11852,229378,T. Edun,Fulham,2018,58
11853,229378,T. Edun,Fulham,2019,61
11854,229378,T. Edun,Lincoln City,2020,61
11855,229378,T. Edun,Lincoln City,2021,61
11856,229378,T. Edun,Blackburn Rovers,2022,65
11857,229378,T. Edun,Blackburn Rovers,2023,67
11858,230912,P. Ghiglione,SPAL,2017,59
11859,230912,P. Ghiglione,FC Pro Vercelli 1892,2018,63
11860,230912,P. Ghiglione,Frosinone,2019,67
11861,230912,P. Ghiglione,Genoa,2020,69
11862,230912,P. Ghiglione,Genoa,2021,69
11863,230912,P. Ghiglione,Genoa,2022,69
11864,230912,P. Ghiglione,US Cremonese,2023,69
11865,229476,W. Anton,Hannover 96,2017,69
11866,229476,W. Anton,Hannover 96,2018,76
11867,229476,W. Anton,Hannover 96,2019,76
11868,229476,W. Anton,Hannover 96,2020,74
11869,229476,W. Anton,VfB Stuttgart,2021,72
11870,229476,W. Anton,VfB Stuttgart,2022,75
11871,229476,W. Anton,VfB Stuttgart,2023,75
11872,229914,E. Osadebe,Gillingham,2017,59
11873,229914,E. Osadebe,Cambridge United,2018,58
11874,229914,E. Osadebe,Cambridge United,2019,57
11875,229914,E. Osadebe,Macclesfield Town,2020,62
11876,229914,E. Osadebe,Walsall,2021,61
11877,229914,E. Osadebe,Walsall,2022,60
11878,229914,E. Osadebe,Bradford City,2023,61
11879,233812,A. Lucoqui,Fortuna Düsseldorf,2017,59
11880,233812,A. Lucoqui,Fortuna Düsseldorf,2018,59
11881,233812,A. Lucoqui,DSC Arminia Bielefeld,2019,65
11882,233812,A. Lucoqui,DSC Arminia Bielefeld,2020,67
11883,233812,A. Lucoqui,DSC Arminia Bielefeld,2021,67
11884,233812,A. Lucoqui,1. FSV Mainz 05,2022,71
11885,233812,A. Lucoqui,1. FSV Mainz 05,2023,71
11886,205869,Jairo,1. FSV Mainz 05,2017,76
11887,205869,Jairo,UD Las Palmas,2018,75
11888,205869,Jairo,Hamburger SV,2019,74
11889,205869,Jairo,Hamburger SV,2020,73
11890,205869,Jairo,Málaga CF,2021,71
11891,205869,Jairo,Málaga CF,2022,73
11892,205869,Jairo,Málaga CF,2023,70
11893,237595,M. Friedl,FC Bayern München,2017,60
11894,237595,M. Friedl,SV Werder Bremen,2018,67
11895,237595,M. Friedl,SV Werder Bremen,2019,67
11896,237595,M. Friedl,SV Werder Bremen,2020,68
11897,237595,M. Friedl,SV Werder Bremen,2021,70
11898,237595,M. Friedl,SV Werder Bremen,2022,73
11899,237595,M. Friedl,SV Werder Bremen,2023,74
11900,208335,L. Kübler,SC Freiburg,2017,68
11901,208335,L. Kübler,SC Freiburg,2018,69
11902,208335,L. Kübler,SC Freiburg,2019,70
11903,208335,L. Kübler,SC Freiburg,2020,71
11904,208335,L. Kübler,SC Freiburg,2021,72
11905,208335,L. Kübler,Sport-Club Freiburg,2022,72
11906,208335,L. Kübler,Sport-Club Freiburg,2023,74
11907,195586,A. Finnbogason,FC Augsburg,2017,76
11908,195586,A. Finnbogason,FC Augsburg,2018,78
11909,195586,A. Finnbogason,FC Augsburg,2019,79
11910,195586,A. Finnbogason,FC Augsburg,2020,78
11911,195586,A. Finnbogason,FC Augsburg,2021,76
11912,195586,A. Finnbogason,FC Augsburg,2022,73
11913,195586,A. Finnbogason,FC Augsburg,2023,73
11914,228711,B. Mansilla,Racing Club,2017,67
11915,228711,B. Mansilla,Racing Club,2018,69
11916,228711,B. Mansilla,Gimnasia y Esgrima La Plata,2019,70
11917,228711,B. Mansilla,Vitória de Setúbal,2020,70
11918,228711,B. Mansilla,Farense,2021,70
11919,228711,B. Mansilla,Platense,2022,68
11920,228711,B. Mansilla,Platense,2023,68
11921,210719,M. Kempf,SC Freiburg,2017,73
11922,210719,M. Kempf,SC Freiburg,2018,74
11923,210719,M. Kempf,VfB Stuttgart,2019,75
11924,210719,M. Kempf,VfB Stuttgart,2020,75
11925,210719,M. Kempf,VfB Stuttgart,2021,74
11926,210719,M. Kempf,VfB Stuttgart,2022,76
11927,210719,M. Kempf,Hertha BSC,2023,75
11928,185239,Ö. Toprak,Bayer 04 Leverkusen,2017,83
11929,185239,Ö. Toprak,Borussia Dortmund,2018,82
11930,185239,Ö. Toprak,Borussia Dortmund,2019,80
11931,185239,Ö. Toprak,SV Werder Bremen,2020,78
11932,185239,Ö. Toprak,SV Werder Bremen,2021,76
11933,185239,Ö. Toprak,SV Werder Bremen,2022,77
11934,185239,Ö. Toprak,Antalyaspor,2023,76
11935,233885,E. Cömert,FC Lugano,2017,60
11936,233885,E. Cömert,FC Sion,2018,60
11937,233885,E. Cömert,FC Basel 1893,2019,63
11938,233885,E. Cömert,FC Basel 1893,2020,69
11939,233885,E. Cömert,FC Basel 1893,2021,70
11940,233885,E. Cömert,FC Basel 1893,2022,71
11941,233885,E. Cömert,Valencia CF,2023,71
11942,235842,A. Pinamonti,Inter,2017,62
11943,235842,A. Pinamonti,Inter,2018,62
11944,235842,A. Pinamonti,Frosinone,2019,70
11945,235842,A. Pinamonti,Genoa,2020,70
11946,235842,A. Pinamonti,Inter,2021,68
11947,235842,A. Pinamonti,Empoli,2022,68
11948,235842,A. Pinamonti,Inter,2023,75
11949,181343,P. Bengtsson,Sporting Club de Bastia,2017,73
11950,181343,P. Bengtsson,FC København,2018,71
11951,181343,P. Bengtsson,FC København,2019,66
11952,181343,P. Bengtsson,FC København,2020,68
11953,181343,P. Bengtsson,FC København,2021,68
11954,181343,P. Bengtsson,F.C. København,2022,66
11955,181343,P. Bengtsson,Djurgårdens IF,2023,65
11956,198261,T. Ream,Fulham,2017,70
11957,198261,T. Ream,Fulham,2018,71
11958,198261,T. Ream,Fulham,2019,71
11959,198261,T. Ream,Fulham,2020,71
11960,198261,T. Ream,Fulham,2021,70
11961,198261,T. Ream,Fulham,2022,69
11962,198261,T. Ream,Fulham,2023,70
11963,173818,Adrián López,Villarreal CF,2017,76
11964,173818,Adrián López,Deportivo de La Coruña,2018,78
11965,173818,Adrián López,FC Porto,2019,76
11966,173818,Adrián López,CA Osasuna,2020,77
11967,173818,Adrián López,CA Osasuna,2021,75
11968,173818,Adrián López,CA Osasuna,2022,76
11969,173818,Adrián López,Málaga CF,2023,70
11970,213661,A. Christensen,Borussia Mönchengladbach,2017,79
11971,213661,A. Christensen,Chelsea,2018,82
11972,213661,A. Christensen,Chelsea,2019,80
11973,213661,A. Christensen,Chelsea,2020,80
11974,213661,A. Christensen,Chelsea,2021,79
11975,213661,A. Christensen,Chelsea,2022,80
11976,213661,A. Christensen,FC Barcelona,2023,82
11977,227547,D. Saint-Louis,Stade Lavallois Mayenne FC,2017,66
11978,227547,D. Saint-Louis,Paris FC,2018,68
11979,227547,D. Saint-Louis,Paris FC,2019,69
11980,227547,D. Saint-Louis,Paris FC,2020,69
11981,227547,D. Saint-Louis,ESTAC Troyes,2021,67
11982,227547,D. Saint-Louis,Atakaş Hatayspor,2022,68
11983,227547,D. Saint-Louis,Atakaş Hatayspor,2023,68
11984,220534,S. Luperto,FC Pro Vercelli 1892,2017,66
11985,220534,S. Luperto,Empoli,2018,69
11986,220534,S. Luperto,Napoli,2019,72
11987,220534,S. Luperto,Napoli,2020,72
11988,220534,S. Luperto,Napoli,2021,71
11989,220534,S. Luperto,Empoli,2022,71
11990,220534,S. Luperto,Empoli,2023,73
11991,199313,A. Bamba,Angers SCO,2017,69
11992,199313,A. Bamba,Angers SCO,2018,71
11993,199313,A. Bamba,Angers SCO,2019,73
11994,199313,A. Bamba,Angers SCO,2020,73
11995,199313,A. Bamba,Angers SCO,2021,73
11996,199313,A. Bamba,Angers SCO,2022,73
11997,199313,A. Bamba,Angers SCO,2023,71
11998,169808,U. Emanuelson,Sheffield Wednesday,2017,73
11999,169808,U. Emanuelson,FC Utrecht,2018,73
12000,169808,U. Emanuelson,FC Utrecht,2019,71
12001,169808,U. Emanuelson,FC Utrecht,2020,70
12002,169808,U. Emanuelson,FC Utrecht,2021,69
12003,169808,U. Emanuelson,FC Utrecht,2022,66
12004,169808,U. Emanuelson,FC Utrecht,2023,64
12005,237122,T. Guidara,Belgrano de Córdoba,2017,58
12006,237122,T. Guidara,Belgrano de Córdoba,2018,66
12007,237122,T. Guidara,Belgrano de Córdoba,2019,69
12008,237122,T. Guidara,Vélez Sarsfield,2020,71
12009,237122,T. Guidara,Vélez Sarsfield,2021,72
12010,237122,T. Guidara,Vélez Sarsfield,2022,73
12011,237122,T. Guidara,Vélez Sarsfield,2023,73
12012,210475,M. Prietl,DSC Arminia Bielefeld,2017,66
12013,210475,M. Prietl,DSC Arminia Bielefeld,2018,69
12014,210475,M. Prietl,DSC Arminia Bielefeld,2019,70
12015,210475,M. Prietl,DSC Arminia Bielefeld,2020,73
12016,210475,M. Prietl,DSC Arminia Bielefeld,2021,74
12017,210475,M. Prietl,DSC Arminia Bielefeld,2022,74
12018,210475,M. Prietl,DSC Arminia Bielefeld,2023,72
12019,210409,L. MacLeod,Brentford,2017,67
12020,210409,L. MacLeod,Brentford,2018,66
12021,210409,L. MacLeod,Brentford,2019,68
12022,210409,L. MacLeod,Wigan Athletic,2020,68
